order_id,customer_id,product_id,product_info,shipping_info,order_date,quantity,unit_price,discount_pct,amount,status,region,channel,payment_method,updated_at
ORD-000252,CUST-0261,PROD-0004,Electronics|Smartphones|OnePlus 12,Evri|TRK279780397,2024-11-26,5,629.42,10,2832.39,cancelled,North America,Partner API,PayPal,2024-11-28 19:00:00
ORD-000253,CUST-0299,PROD-0077,Sports & Outdoors|Water Sports|Wetsuit 3mm Full,Royal Mail|DEL785160666,2024-01-19,2,185.6,0,371.2,Cancelled,Latin America,Mobile App,Credit Card,2024-01-20 15:00:00
ORD-000254,CUST-0282,PROD-0041,Clothing|Accessories|Leather Wallet,DHL|SHP373298690,2024-03-09,1,61.8,10,55.62,Pending,North America,Web,Bank Transfer,2024-03-11 17:00:00
ORD-000255,CUST-0189,PROD-0059,Home & Garden|Home Decor|LED Strip Lights 5m,USPS|DEL539109702,2024-06-11,3,37.9,0,113.7,Cancelled,North America,Partner API,Credit Card,2024-06-12 21:00:00
ORD-000256,CUST-0061,PROD-0087,Books & Media|Educational|Python for Data Engineers,Royal Mail|PKG205665981,2024-07-03,1,49.54,0,49.54,Shipped,Asia Pacific,Web,PayPal,2024-07-04 11:00:00
ORD-000257,CUST-0154,PROD-0020,Electronics|Cameras|Sony A7 IV,GLS|SHP109163182,2024-06-26,4,2766.38,20,8852.42,Completed,Europe,Mobile App,Credit Card,2024-06-28 02:00:00
ORD-000258,CUST-0237,PROD-0009,Electronics|Laptops|HP Spectre x360,TNT Express|DEL875789582,2024-02-13,3,1406.81,5,4009.41,PENDING,North America,Mobile App,Crypto,2024-02-13 03:00:00
ORD-000259,CUST-0182,PROD-0030,Clothing|Women's Apparel|Wide Leg Trousers,FedEx|DEL970161858,2024-04-25,4,87.41,20,279.71,pending,Asia Pacific,Partner API,Crypto,2024-04-26 14:00:00
ORD-000260,CUST-0170,PROD-0027,Clothing|Men's Apparel|Waterproof Parka,FedEx|PKG265024710,2024-11-18,5,218.76,10,984.42,pending,Middle East & Africa,Web,Bank Transfer,2024-11-18 08:00:00
ORD-000261,CUST-0232,PROD-0050,Home & Garden|Kitchen|Ceramic Knife Set,UPS|SHP711512082,2024-06-04,1,81.98,15,69.68,Complete,North America,Partner API,Crypto,2024-06-06 14:00:00
ORD-000262,CUST-0120,PROD-0006,Electronics|Laptops|MacBook Pro 14,Hermes|SHP321075169,2024-09-25,1,1977.25,0,1977.25,returned,North America,Web,Bank Transfer,2024-09-27 02:00:00
ORD-000263,CUST-0036,PROD-0002,Electronics|Smartphones|Samsung Galaxy S24,GLS|DEL613518249,2024-04-15,2,1087.82,0,2175.64,In Progress,Asia Pacific,Partner API,Bank Transfer,2024-04-15 20:00:00
ORD-000264,CUST-0104,PROD-0053,Home & Garden|Garden|Compost Bin 60L,GLS|DEL395752497,2024-03-14,4,61.78,5,234.76,Shipped,Europe,Mobile App,Bank Transfer,2024-03-16 10:00:00
ORD-000265,CUST-0153,PROD-0042,Home & Garden|Furniture|Ergonomic Office Chair,Royal Mail|DEL472354161,2024-11-09,2,439.85,0,879.7,In Progress,Europe,Partner API,Credit Card,2024-11-12 00:00:00
ORD-000266,CUST-0276,PROD-0002,Electronics|Smartphones|Samsung Galaxy S24,DHL|SHP774399203,2024-02-04,2,1097.0,5,2084.3,completed,Middle East & Africa,Web,Credit Card,2024-02-06 16:00:00
ORD-000267,CUST-0107,PROD-0073,Sports & Outdoors|Team Sports|Volleyball + Net Set,USPS|PKG371406088,2024-01-23,4,87.75,15,298.35,cancelled,Europe,Partner API,Bank Transfer,2024-01-24 00:00:00
ORD-000268,CUST-0238,PROD-0025,Clothing|Men's Apparel|Merino Wool Sweater,UPS|PKG451232074,2024-08-24,1,116.08,15,98.67,Shipped,Asia Pacific,Mobile App,Credit Card,2024-08-26 12:00:00
ORD-000269,CUST-0151,PROD-0084,Books & Media|Non-Fiction|The Art of Deep Focus,FedEx|TRK290306358,2024-09-30,4,17.49,15,59.47,Completed,Asia Pacific,Web,Bank Transfer,2024-10-01 21:00:00
ORD-000270,CUST-0025,PROD-0005,Electronics|Smartphones|Sony Xperia 1 VI,TNT Express|DEL848121420,2024-09-24,1,1264.9,0,1264.9,Cancelled,North America,Web,Credit Card,2024-09-26 00:00:00
ORD-000271,CUST-0009,PROD-0068,Sports & Outdoors|Outdoor|Trekking Poles Carbon,TNT Express|PKG198125433,2024-01-15,1,85.52,0,85.52,Completed,North America,Web,Credit Card,2024-01-15 21:00:00
ORD-000272,CUST-0098,PROD-0019,Electronics|Cameras|Canon EOS R6 II,DPD|SHP703501011,2024-04-16,5,2436.06,5,11571.28,completed,North America,Web,PayPal,2024-04-17 17:00:00
ORD-000273,CUST-0235,PROD-0017,Electronics|Headphones|Bose QuietComfort 45,FedEx|DEL328457837,2024-02-03,3,289.04,0,867.12,Completed,North America,Web,Bank Transfer,2024-02-04 14:00:00
ORD-000274,CUST-0049,PROD-0074,Sports & Outdoors|Water Sports|Surfboard Shortboard 6ft,GLS|PKG370518677,2024-06-15,4,572.44,20,1831.81,COMPLETED,North America,Partner API,PayPal,2024-06-17 13:00:00
ORD-000275,CUST-0262,PROD-0005,Electronics|Smartphones|Sony Xperia 1 VI,Evri|DEL510568162,2024-04-29,5,1326.27,0,6631.35,Shipped,North America,Web,PayPal,2024-04-30 06:00:00
ORD-000276,CUST-0256,PROD-0066,Sports & Outdoors|Outdoor|Hiking Backpack 50L,FedEx|PKG502141680,2024-04-13,2,154.26,15,262.24,Completed,North America,Partner API,Crypto,2024-04-15 08:00:00
ORD-000277,CUST-0021,PROD-0071,Sports & Outdoors|Team Sports|Basketball Size 7,Royal Mail|SHP791062461,2024-07-31,3,62.55,0,187.65,dispatched,North America,Web,Crypto,2024-07-31 06:00:00
ORD-000278,CUST-0165,PROD-0084,Books & Media|Non-Fiction|The Art of Deep Focus,Evri|DEL659926223,2024-08-14,1,17.01,5,16.16,Completed,Middle East & Africa,Web,Credit Card,2024-08-15 02:00:00
ORD-000279,CUST-0260,PROD-0010,Electronics|Laptops|ASUS ZenBook Pro,GLS|PKG353736066,2024-08-06,4,1144.75,15,3892.15,Shipped,North America,Web,Crypto,2024-08-07 07:00:00
ORD-000280,CUST-0185,PROD-0038,Clothing|Accessories|Silk Scarf,Royal Mail|DEL185916488,2024-07-12,2,84.4,5,160.36,Returned,Europe,Mobile App,Credit Card,2024-07-14 13:00:00
ORD-000281,CUST-0276,PROD-0018,Electronics|Headphones|Sennheiser Momentum 4,UPS|SHP739073265,2024-10-10,2,281.58,5,535.0,SHIPPED,Europe,Mobile App,Crypto,2024-10-12 13:00:00
ORD-000282,CUST-0003,PROD-0009,Electronics|Laptops|HP Spectre x360,TNT Express|PKG303609169,2024-09-13,3,1296.34,5,3694.57,pending,Middle East & Africa,Web,Bank Transfer,2024-09-15 14:00:00
ORD-000283,CUST-0290,PROD-0026,Clothing|Men's Apparel|Slim Fit Jeans,FedEx|TRK513203779,2024-04-09,4,98.76,20,316.03,Pending,Europe,Mobile App,PayPal,2024-04-09 07:00:00
ORD-000284,CUST-0186,PROD-0075,Sports & Outdoors|Water Sports|Snorkel Set Premium,TNT Express|DEL137052221,2024-01-15,2,74.47,5,141.49,COMPLETED,North America,Mobile App,Crypto,2024-01-15 20:00:00
ORD-000285,CUST-0097,PROD-0004,Electronics|Smartphones|OnePlus 12,Hermes|TRK656774907,2024-03-25,4,610.51,0,2442.04,Returned,Middle East & Africa,Partner API,Bank Transfer,2024-03-26 15:00:00
ORD-000286,CUST-0074,PROD-0061,Sports & Outdoors|Fitness|Adjustable Dumbbell Set,Evri|SHP974270684,2024-04-17,4,260.89,0,1043.56,Complete,Asia Pacific,Web,Credit Card,2024-04-17 08:00:00
ORD-000287,CUST-0091,PROD-0077,Sports & Outdoors|Water Sports|Wetsuit 3mm Full,Royal Mail|DEL283217137,2024-04-05,2,184.58,0,369.16,Returned,Latin America,Mobile App,Crypto,2024-04-06 03:00:00
ORD-000288,CUST-0226,PROD-0002,Electronics|Smartphones|Samsung Galaxy S24,TNT Express|SHP538937500,2024-11-15,1,1087.32,0,1087.32,Completed,North America,Mobile App,Credit Card,2024-11-16 11:00:00
ORD-000289,CUST-0052,PROD-0005,Electronics|Smartphones|Sony Xperia 1 VI,TNT Express|DEL620973469,2024-02-01,3,1377.5,0,4132.5,Completed,North America,Mobile App,Credit Card,2024-02-03 00:00:00
ORD-000290,CUST-0220,PROD-0055,Home & Garden|Garden|Solar Lantern Set 4pk,USPS|SHP748939011,2024-07-08,3,66.07,20,158.57,Shipped,Latin America,Partner API,Bank Transfer,2024-07-10 00:00:00
ORD-000291,CUST-0206,PROD-0054,Home & Garden|Garden|Garden Hose Reel,UPS|TRK590613316,2024-03-12,1,91.18,20,72.94,shipped,Middle East & Africa,Web,PayPal,2024-03-14 09:00:00
ORD-000292,CUST-0165,PROD-0060,Home & Garden|Home Decor|Photo Frame Set 5pk,Hermes|PKG103359850,2024-11-20,3,53.39,20,128.14,Dispatched,Asia Pacific,Web,Crypto,2024-11-22 14:00:00
ORD-000293,CUST-0052,PROD-0025,Clothing|Men's Apparel|Merino Wool Sweater,Hermes|DEL806886123,2024-07-16,3,132.32,15,337.42,COMPLETED,Latin America,Mobile App,Crypto,2024-07-16 04:00:00
ORD-000294,CUST-0229,PROD-0003,Electronics|Smartphones|Google Pixel 8,GLS|DEL280445368,2024-09-03,5,655.53,0,3277.65,Complete,Asia Pacific,Partner API,Credit Card,2024-09-03 13:00:00
ORD-000295,CUST-0144,PROD-0024,Clothing|Men's Apparel|Oxford Button Shirt,DPD|DEL922817838,2024-05-11,4,65.39,15,222.33,completed,Asia Pacific,Mobile App,Bank Transfer,2024-05-11 11:00:00
ORD-000296,CUST-0176,PROD-0071,Sports & Outdoors|Team Sports|Basketball Size 7,Evri|TRK791475283,2024-07-14,5,65.6,5,311.6,Shipped,North America,Web,PayPal,2024-07-14 11:00:00
ORD-000297,CUST-0161,PROD-0012,Electronics|Tablets|Samsung Galaxy Tab S9,UPS|SHP236813458,2024-10-22,1,762.72,10,686.45,Shipped,Asia Pacific,Mobile App,PayPal,2024-10-23 22:00:00
ORD-000298,CUST-0276,PROD-0067,Sports & Outdoors|Outdoor|Tent 2-Person Ultralight,UPS|DEL109866101,2024-06-10,2,267.89,0,535.78,Shipped,Europe,Mobile App,Credit Card,2024-06-11 12:00:00
ORD-000299,CUST-0064,PROD-0005,Electronics|Smartphones|Sony Xperia 1 VI,DPD|SHP639424260,2024-10-20,4,1339.86,0,5359.44,Canceled,North America,Mobile App,Credit Card,2024-10-21 18:00:00
ORD-000300,CUST-0201,PROD-0007,Electronics|Laptops|Dell XPS 15,FedEx|PKG623454129,2024-03-22,1,1566.82,0,1566.82,In Progress,Asia Pacific,Web,Bank Transfer,2024-03-24 02:00:00
ORD-000301,CUST-0068,PROD-0013,Electronics|Tablets|Microsoft Surface Pro 9,TNT Express|DEL204496093,2024-10-24,1,1082.87,15,920.44,SHIPPED,Europe,Web,Crypto,2024-10-24 17:00:00
ORD-000302,CUST-0101,PROD-0039,Clothing|Accessories|Canvas Tote Bag,DHL|PKG334222252,2024-01-05,3,47.44,10,128.09,completed,Asia Pacific,Web,Bank Transfer,2024-01-07 06:00:00
ORD-000303,CUST-0092,PROD-0066,Sports & Outdoors|Outdoor|Hiking Backpack 50L,UPS|SHP608820219,2024-03-01,5,164.73,10,741.28,In Progress,Middle East & Africa,Partner API,Bank Transfer,2024-03-02 07:00:00
ORD-000304,CUST-0089,PROD-0009,Electronics|Laptops|HP Spectre x360,USPS|SHP838717308,2024-07-11,1,1385.59,20,1108.47,Pending,North America,Partner API,Bank Transfer,2024-07-12 23:00:00
ORD-000305,CUST-0261,PROD-0001,Electronics|Smartphones|iPhone 15 Pro,UPS|DEL788708018,2024-01-12,5,1220.0,10,5490.0,CANCELLED,North America,Partner API,Credit Card,2024-01-12 23:00:00
ORD-000306,CUST-0167,PROD-0039,Clothing|Accessories|Canvas Tote Bag,Evri|PKG206774236,2024-10-02,2,43.98,15,74.77,Completed,Europe,Mobile App,Crypto,2024-10-04 14:00:00
ORD-000307,CUST-0093,PROD-0019,Electronics|Cameras|Canon EOS R6 II,TNT Express|TRK293986672,2024-10-11,4,2679.24,0,10716.96,Completed,North America,Web,Credit Card,2024-10-11 11:00:00
ORD-000308,CUST-0279,PROD-0042,Home & Garden|Furniture|Ergonomic Office Chair,UPS|SHP490369190,2024-08-04,1,421.88,0,421.88,returned,Latin America,Web,Crypto,2024-08-06 08:00:00
ORD-000309,CUST-0276,PROD-0017,Electronics|Headphones|Bose QuietComfort 45,GLS|SHP750872368,2024-04-17,1,289.89,0,289.89,Shipped,North America,Web,PayPal,2024-04-18 03:00:00
ORD-000310,CUST-0217,PROD-0085,Books & Media|Non-Fiction|Future Minds,Royal Mail|PKG882869895,2024-10-08,3,20.74,15,52.89,COMPLETED,Europe,Web,PayPal,2024-10-10 06:00:00
ORD-000311,CUST-0099,PROD-0084,Books & Media|Non-Fiction|The Art of Deep Focus,UPS|SHP779807255,2024-07-09,5,19.72,20,78.88,Returned,Europe,Mobile App,Credit Card,2024-07-10 16:00:00
ORD-000312,CUST-0139,PROD-0094,Books & Media|Comics|Neon Uprising Vol.3,FedEx|PKG183241401,2024-09-29,1,24.02,5,22.82,Completed,North America,Web,PayPal,2024-09-30 18:00:00
ORD-000313,CUST-0194,PROD-0067,Sports & Outdoors|Outdoor|Tent 2-Person Ultralight,Royal Mail|TRK205169636,2024-07-12,1,265.9,0,265.9,Complete,Europe,Web,Crypto,2024-07-14 14:00:00
ORD-000314,CUST-0051,PROD-0013,Electronics|Tablets|Microsoft Surface Pro 9,GLS|SHP752262668,2024-03-28,3,1106.06,5,3152.27,Complete,North America,Partner API,Crypto,2024-03-30 22:00:00
ORD-000315,CUST-0005,PROD-0059,Home & Garden|Home Decor|LED Strip Lights 5m,Evri|PKG378164668,2024-09-19,2,40.47,0,80.94,Pending,Europe,Web,Credit Card,2024-09-20 23:00:00
ORD-000316,CUST-0182,PROD-0069,Sports & Outdoors|Outdoor|Sleeping Bag -10C,USPS|PKG571329715,2024-09-14,3,131.52,5,374.83,returned,Latin America,Web,PayPal,2024-09-14 11:00:00
ORD-000317,CUST-0123,PROD-0093,Books & Media|Comics|The Lost Continent,UPS|TRK182348704,2024-03-25,5,17.88,15,75.99,shipped,Europe,Mobile App,Credit Card,2024-03-27 06:00:00
ORD-000318,CUST-0008,PROD-0069,Sports & Outdoors|Outdoor|Sleeping Bag -10C,USPS|TRK535371662,2024-04-07,1,146.14,15,124.22,Pending,North America,Partner API,Crypto,2024-04-07 05:00:00
ORD-000319,CUST-0188,PROD-0051,Home & Garden|Kitchen|Espresso Machine,TNT Express|PKG180662039,2024-09-20,3,331.47,5,944.69,Canceled,Europe,Web,Credit Card,2024-09-21 19:00:00
ORD-000320,CUST-0151,PROD-0083,Books & Media|Non-Fiction|Data-Driven Leadership,Royal Mail|SHP618751182,2024-04-19,1,25.37,10,22.83,pending,North America,Web,Crypto,2024-04-19 04:00:00
ORD-000321,CUST-0236,PROD-0091,Books & Media|Comics|Galactic Wanderers Vol.1,DPD|TRK760920570,2024-06-01,3,22.64,0,67.92,Complete,Europe,Web,Credit Card,2024-06-03 07:00:00
ORD-000322,CUST-0064,PROD-0046,Home & Garden|Furniture|Standing Desk 140cm,GLS|PKG541006226,2024-01-04,2,584.5,0,1169.0,Shipped,Europe,Web,PayPal,2024-01-05 22:00:00
ORD-000323,CUST-0225,PROD-0032,Clothing|Women's Apparel|Wrap Midi Dress,Royal Mail|TRK570913175,2024-03-12,3,121.82,0,365.46,Pending,Latin America,Partner API,Credit Card,2024-03-12 14:00:00
ORD-000324,CUST-0170,PROD-0002,Electronics|Smartphones|Samsung Galaxy S24,Hermes|DEL898782296,2024-03-23,2,1106.5,15,1881.05,shipped,North America,Mobile App,Crypto,2024-03-25 15:00:00
ORD-000325,CUST-0057,PROD-0068,Sports & Outdoors|Outdoor|Trekking Poles Carbon,Hermes|DEL241108650,2024-01-11,2,81.64,10,146.95,Completed,Asia Pacific,Web,Credit Card,2024-01-12 19:00:00
ORD-000326,CUST-0249,PROD-0026,Clothing|Men's Apparel|Slim Fit Jeans,USPS|SHP403035036,2024-08-07,2,91.51,15,155.57,Returned,North America,Web,Credit Card,2024-08-08 09:00:00
ORD-000327,CUST-0053,PROD-0086,Books & Media|Non-Fiction|The Creator Economy,TNT Express|DEL858556609,2024-09-14,5,19.39,20,77.56,COMPLETED,North America,Web,Bank Transfer,2024-09-14 04:00:00
ORD-000328,CUST-0103,PROD-0029,Clothing|Women's Apparel|Cashmere Turtleneck,Hermes|TRK761926785,2024-01-27,4,145.68,0,582.72,Shipped,North America,Mobile App,Bank Transfer,2024-01-27 07:00:00
ORD-000329,CUST-0144,PROD-0044,Home & Garden|Furniture|3-Seat Velvet Sofa,UPS|SHP490386919,2024-08-02,2,1242.83,0,2485.66,Complete,North America,Web,PayPal,2024-08-03 03:00:00
ORD-000330,CUST-0252,PROD-0033,Clothing|Kids' Apparel|Denim Jacket,Hermes|PKG370865381,2024-06-20,3,58.94,15,150.3,Completed,Asia Pacific,Web,PayPal,2024-06-21 22:00:00
ORD-000331,CUST-0300,PROD-0072,Sports & Outdoors|Team Sports|Tennis Racket Pro 300,TNT Express|SHP325521538,2024-02-14,1,135.79,15,115.42,completed,North America,Partner API,Credit Card,2024-02-15 00:00:00
ORD-000332,CUST-0243,PROD-0061,Sports & Outdoors|Fitness|Adjustable Dumbbell Set,GLS|SHP423707839,2024-09-30,2,221.74,0,443.48,PENDING,Europe,Web,Crypto,2024-10-01 20:00:00
ORD-000333,CUST-0215,PROD-0091,Books & Media|Comics|Galactic Wanderers Vol.1,Hermes|TRK618424689,2024-09-14,1,23.0,0,23.0,completed,North America,Mobile App,Credit Card,2024-09-15 00:00:00
ORD-000334,CUST-0225,PROD-0077,Sports & Outdoors|Water Sports|Wetsuit 3mm Full,GLS|TRK277723833,2024-07-15,5,212.34,5,1008.62,shipped,North America,Web,Credit Card,2024-07-16 03:00:00
ORD-000335,CUST-0113,PROD-0046,Home & Garden|Furniture|Standing Desk 140cm,USPS|SHP425784189,2024-05-17,5,498.81,0,2494.05,Completed,Europe,Web,Credit Card,2024-05-17 18:00:00
ORD-000336,CUST-0128,PROD-0088,Books & Media|Educational|SQL Mastery Handbook,Royal Mail|TRK789785833,2024-09-30,1,38.73,0,38.73,Pending,North America,Partner API,Crypto,2024-10-01 09:00:00
ORD-000337,CUST-0006,PROD-0076,Sports & Outdoors|Water Sports|Kayak Paddle Fibreglass,DPD|TRK772114391,2024-04-22,3,109.77,0,329.31,completed,Asia Pacific,Partner API,Bank Transfer,2024-04-23 08:00:00
ORD-000338,CUST-0105,PROD-0086,Books & Media|Non-Fiction|The Creator Economy,TNT Express|SHP388614830,2024-11-18,4,19.26,0,77.04,In Progress,Europe,Mobile App,Credit Card,2024-11-20 15:00:00
ORD-000339,CUST-0093,PROD-0007,Electronics|Laptops|Dell XPS 15,TNT Express|DEL883273181,2024-05-24,1,1478.43,0,1478.43,pending,Asia Pacific,Web,Credit Card,2024-05-24 18:00:00
ORD-000340,CUST-0270,PROD-0009,Electronics|Laptops|HP Spectre x360,Hermes|TRK877718632,2024-01-07,5,1174.21,5,5577.5,Completed,North America,Web,Credit Card,2024-01-07 16:00:00
ORD-000341,CUST-0005,PROD-0003,Electronics|Smartphones|Google Pixel 8,DHL|TRK950833480,2024-10-04,3,758.17,0,2274.51,Shipped,North America,Mobile App,Bank Transfer,2024-10-04 20:00:00
ORD-000342,CUST-0137,PROD-0038,Clothing|Accessories|Silk Scarf,TNT Express|TRK683607071,2024-10-05,1,75.23,0,75.23,completed,Europe,Web,Crypto,2024-10-07 05:00:00
ORD-000343,CUST-0076,PROD-0006,Electronics|Laptops|MacBook Pro 14,TNT Express|DEL513801909,2024-05-26,2,2201.31,15,3742.23,pending,Asia Pacific,Partner API,Credit Card,2024-05-28 14:00:00
ORD-000344,CUST-0040,PROD-0002,Electronics|Smartphones|Samsung Galaxy S24,UPS|SHP483656443,2024-06-19,1,965.55,0,965.55,Completed,Europe,Web,Bank Transfer,2024-06-21 19:00:00
ORD-000345,CUST-0147,PROD-0031,Clothing|Women's Apparel|Linen Blazer,DHL|SHP770829086,2024-02-23,3,152.89,15,389.87,Pending,Latin America,Partner API,Credit Card,2024-02-23 00:00:00
ORD-000346,CUST-0229,PROD-0084,Books & Media|Non-Fiction|The Art of Deep Focus,DPD|PKG519403103,2024-09-01,1,17.24,5,16.38,shipped,North America,Web,Credit Card,2024-09-01 23:00:00
ORD-000347,CUST-0212,PROD-0072,Sports & Outdoors|Team Sports|Tennis Racket Pro 300,USPS|DEL616779646,2024-11-21,3,136.06,15,346.95,Shipped,Europe,Mobile App,Bank Transfer,2024-11-23 20:00:00
ORD-000348,CUST-0296,PROD-0050,Home & Garden|Kitchen|Ceramic Knife Set,UPS|DEL665803901,2024-04-22,1,83.34,0,83.34,Shipped,Middle East & Africa,Web,PayPal,2024-04-24 23:00:00
ORD-000349,CUST-0072,PROD-0047,Home & Garden|Kitchen|KitchenAid Stand Mixer,FedEx|SHP487468897,2024-08-23,2,431.1,10,775.98,PENDING,North America,Web,Credit Card,2024-08-23 17:00:00
ORD-000350,CUST-0028,PROD-0009,Electronics|Laptops|HP Spectre x360,FedEx|DEL499092905,2024-02-24,5,1166.12,20,4664.48,COMPLETED,North America,Web,Credit Card,2024-02-24 10:00:00
ORD-000351,CUST-0094,PROD-0005,Electronics|Smartphones|Sony Xperia 1 VI,Hermes|PKG921861006,2024-03-12,5,1360.9,0,6804.5,cancelled,Europe,Web,Bank Transfer,2024-03-12 01:00:00
ORD-000352,CUST-0083,PROD-0028,Clothing|Women's Apparel|Floral Maxi Dress,FedEx|PKG640409345,2024-07-21,4,99.1,5,376.58,shipped,Latin America,Mobile App,PayPal,2024-07-22 05:00:00
ORD-000353,CUST-0109,PROD-0030,Clothing|Women's Apparel|Wide Leg Trousers,UPS|DEL234360915,2024-11-12,1,83.0,0,83.0,Completed,Asia Pacific,Mobile App,Bank Transfer,2024-11-13 16:00:00
ORD-000354,CUST-0191,PROD-0077,Sports & Outdoors|Water Sports|Wetsuit 3mm Full,DHL|TRK962578964,2024-08-05,2,188.01,0,376.02,Completed,Europe,Web,Credit Card,2024-08-06 06:00:00
ORD-000355,CUST-0159,PROD-0023,Clothing|Men's Apparel|Classic Chino Pants,TNT Express|TRK912308710,2024-10-09,2,81.62,0,163.24,Shipped,North America,Mobile App,Crypto,2024-10-09 05:00:00
ORD-000356,CUST-0159,PROD-0056,Home & Garden|Home Decor|Scented Candle Set,FedEx|SHP200084477,2024-07-01,3,49.95,10,134.87,Shipped,North America,Mobile App,PayPal,2024-07-01 16:00:00
ORD-000357,CUST-0077,PROD-0063,Sports & Outdoors|Fitness|Resistance Band Set,Hermes|TRK639208572,2024-10-27,4,38.78,20,124.1,Completed,North America,Web,Bank Transfer,2024-10-27 10:00:00
ORD-000358,CUST-0083,PROD-0079,Books & Media|Fiction|Midnight in Milan,TNT Express|PKG925520324,2024-09-21,5,14.51,20,58.04,Pending,Europe,Web,PayPal,2024-09-22 13:00:00
ORD-000359,CUST-0039,PROD-0037,Clothing|Accessories|Leather Belt,Hermes|PKG324219451,2024-10-17,4,49.69,0,198.76,COMPLETED,Asia Pacific,Web,Crypto,2024-10-17 11:00:00
ORD-000360,CUST-0035,PROD-0058,Home & Garden|Home Decor|Geometric Vase Set,DHL|SHP273379761,2024-10-22,3,53.06,0,159.18,Complete,Asia Pacific,Mobile App,PayPal,2024-10-24 12:00:00
ORD-000361,CUST-0187,PROD-0092,Books & Media|Comics|Steel City Chronicles,UPS|DEL142512277,2024-07-24,4,23.88,15,81.19,completed,Europe,Mobile App,Crypto,2024-07-25 16:00:00
ORD-000362,CUST-0022,PROD-0041,Clothing|Accessories|Leather Wallet,USPS|SHP832888487,2024-11-25,1,68.76,0,68.76,Completed,North America,Web,PayPal,2024-11-27 00:00:00
ORD-000363,CUST-0048,PROD-0015,Electronics|Headphones|Sony WH-1000XM5,TNT Express|DEL596367839,2024-08-26,4,360.93,20,1154.98,cancelled,North America,Web,Credit Card,2024-08-28 02:00:00
ORD-000364,CUST-0176,PROD-0069,Sports & Outdoors|Outdoor|Sleeping Bag -10C,DPD|TRK440682024,2024-09-05,2,145.75,5,276.93,completed,North America,Web,Crypto,2024-09-05 19:00:00
ORD-000365,CUST-0195,PROD-0084,Books & Media|Non-Fiction|The Art of Deep Focus,DPD|TRK745401958,2024-07-04,4,21.18,0,84.72,Completed,North America,Web,Bank Transfer,2024-07-05 10:00:00
ORD-000366,CUST-0208,PROD-0028,Clothing|Women's Apparel|Floral Maxi Dress,DHL|TRK394103594,2024-06-01,4,103.47,10,372.49,Shipped,Asia Pacific,Web,Credit Card,2024-06-01 06:00:00
ORD-000367,CUST-0179,PROD-0017,Electronics|Headphones|Bose QuietComfort 45,Royal Mail|PKG313250824,2024-09-03,4,281.38,20,900.42,COMPLETED,Middle East & Africa,Mobile App,PayPal,2024-09-05 01:00:00
ORD-000368,CUST-0163,PROD-0083,Books & Media|Non-Fiction|Data-Driven Leadership,Evri|PKG447605203,2024-03-18,4,26.5,5,100.7,Dispatched,North America,Partner API,Bank Transfer,2024-03-19 09:00:00
ORD-000369,CUST-0297,PROD-0045,Home & Garden|Furniture|Bookshelf Unit,DHL|DEL786031253,2024-01-19,2,316.63,0,633.26,PENDING,Asia Pacific,Web,Crypto,2024-01-21 00:00:00
ORD-000370,CUST-0187,PROD-0007,Electronics|Laptops|Dell XPS 15,Evri|TRK497559799,2024-06-03,3,1549.78,20,3719.47,completed,Asia Pacific,Partner API,Bank Transfer,2024-06-05 04:00:00
ORD-000371,CUST-0091,PROD-0036,Clothing|Kids' Apparel|Waterproof Raincoat,GLS|SHP221740845,2024-08-07,3,69.18,10,186.79,COMPLETED,Europe,Mobile App,PayPal,2024-08-09 07:00:00
ORD-000372,CUST-0009,PROD-0042,Home & Garden|Furniture|Ergonomic Office Chair,UPS|TRK797529095,2024-07-29,1,448.61,20,358.89,completed,Europe,Mobile App,Crypto,2024-07-29 04:00:00
ORD-000373,CUST-0196,PROD-0075,Sports & Outdoors|Water Sports|Snorkel Set Premium,TNT Express|DEL692263008,2024-04-10,4,87.54,0,350.16,cancelled,Europe,Partner API,Bank Transfer,2024-04-10 00:00:00
ORD-000374,CUST-0213,PROD-0085,Books & Media|Non-Fiction|Future Minds,Royal Mail|SHP430064674,2024-05-03,1,24.11,5,22.9,Completed,North America,Web,PayPal,2024-05-05 18:00:00
ORD-000375,CUST-0285,PROD-0089,Books & Media|Educational|Cloud Architecture Pro,DHL|DEL359664179,2024-04-08,5,55.87,20,223.48,Completed,Asia Pacific,Mobile App,Bank Transfer,2024-04-08 16:00:00
ORD-000376,CUST-0082,PROD-0092,Books & Media|Comics|Steel City Chronicles,Hermes|SHP655422035,2024-04-28,1,23.11,0,23.11,Returned,North America,Mobile App,Bank Transfer,2024-04-29 09:00:00
ORD-000377,CUST-0014,PROD-0085,Books & Media|Non-Fiction|Future Minds,TNT Express|TRK200142973,2024-01-06,5,20.17,10,90.77,Completed,Europe,Web,Credit Card,2024-01-08 10:00:00
ORD-000378,CUST-0100,PROD-0053,Home & Garden|Garden|Compost Bin 60L,TNT Express|PKG418818117,2024-05-05,4,73.48,15,249.83,Completed,North America,Web,Credit Card,2024-05-05 13:00:00
ORD-000379,CUST-0135,PROD-0019,Electronics|Cameras|Canon EOS R6 II,UPS|PKG403292383,2024-02-17,1,2495.55,0,2495.55,Shipped,Europe,Mobile App,Credit Card,2024-02-19 04:00:00
